top1,예상질문,통화내용
요금문의,이번 달 요금 납부일이 지난 후에도 자동이체가 되지 않은 이유가 무엇인가요?,정성을 다하겠습니다 삼천리 도시가스 김이수입니다. 이번달 요금 얼마씩 나온가 확인해볼게요. 요금 문의하시는겁니까? 예. 주소가 어떻게 되십니까? 이쪽 여기 이처호이자고 오늘 주소가 어떻게 되십니까? 575번길. 어 그래서 201호. 201호요? 예. 주소 확인되셨고 지금 4월달께 79500원 납부하셨고요. 납부했어요 고객님? 네 납부 되어있으신데요? 네 며칠 날 며칠 납부했어요. 지금 카드 자동이체 되어있으셔서요 고객님. 지금 신한 카드로 자동이체 되셨습니다. 며칠 날 자동이체 돼요? 여기 납부일자가 매월 5일이라서요 고객님 5일날 되셨습니다 고객님. 근데 아직 돈은 빼요 안 빼갔네. 몇일날 빼가지 이거? 27일 빼가는거 같은데. 다시 언제 빼가지 이거? 다른 문자 때문에 나은데. 지금 저희가 청구한 거는 4월 1일로 되어있습니다 고객님 카드 명세서 보시면 알수 있을 것 같으십니다 네 잠시만요 네가 몇 호나이 필요한다고요 5일이요? 자동이체가 납부 막음일은 5일이신데요. 예. 카드는 2 3일 정도 빨리 청구 들어갔는데 022끊다보면은 좀 빨리 될 수 있어요 이번달 4월달 거는 4월 1일날 청구 들어간걸로 확인됩니다. 뭐가 맞네. 빨리 들어간다고 근데 요금 잡게 나오는게 아니죠? 네 그러고 나왔어요. 그러면은 709000원 빠졌나갔어요? 네 709500원. 예 알겠습니다. 네 동호하시거 없으십니까? 
요금문의,지난달 요금이 미납된 이유를 알 수 있을까요?,정성을 다하겠습니다. 삼천리 도시가스 최지영입니다. 아 예 뭐 좀 물어볼게요. 네 고객님. 제 저기 가스 카드 입금체는 어느 언어 카드로 다 나가나요? 여보세요? 하이캡스 B동 401호 말씀이십니까? 예예 예예. 등록되어있는 카드는 신용 카드라긴 되십니다. 근데 지금 거기 지난달꺼 빠져나갔어요? 잠시만 기다려주시겠습니까? 예예. 지난달 요금 납부 처리 안되셨습니다 고객님. 어 그래요? 그게 제가 그 카드로다가 되는거죠? 신용카드. 네 신용카드이신데 사용안하시는 카드이신가요 혹시? 예 그게 제가 보이스타임을 당해가지고 그 저기를 제가 정리를 해놨어요. 아 그러니깐 안못나가실꺼에요 그래서 그거를 국민 은행으로 다 한번 해주실래요? 은행으로 변경해드릴까요? 예예예. 바로 변경처리를 도와드리겠습니다. 예예. 고객님께서 실제 본인 되십니까? 예예. 등록되서 신용카드는 해주셔야 될꺼고요 국민 은행으로 변경처리 도와드릴텐데요 개인정보체로 동의하십니까? 네. 등록하실 국민 은행 계좌번호 말씀해주시겠습니까? 예 6798. 6798. 25. 25. 93. 93. 126707. 126707번 되시고 생년월일은 어떻게 되십니까?  5601227. 자동이체 등록 동의절차 진행 하도록 하겠습니다. 안내명의 좀 듣고 안내주 나원의 숫자 두 자리 입력 부탁드리겠습니다. 네? 안내명의 좀 나원의 숫자 두 자리 입력 부탁드리겠습니다. 예. 김승식 고객님은 삼천리 사용 요금 자동이체를 국민연행 예금주 김승시님에 6 7 9 8 2 5 9 3 1 2 6 7 4 7 계좌로 등록 신청하셨습니다. 자동이체 등록을 동의하시려면 5 4번을 눌러주시고 거절하시려면 우물정자를 눌러주시기 바랍니다.  김승식 고객님 자동이체 등록을 거절하셨습니다.  어 고객님 어떤 문제가 있으십니까?  어 제가 잘못들어가지고요. 어 5 0? 어 뭐.  연결하실자마다 숫자가 또 달라지실거 다시 지금 연결해 드리면 다른 숫자가 나오실텐데요. 예예. 아 죄송합니다 다시 한번 연결하도록 하겠습니다 고객님 안내주시고 숫자 두 자리 명의 부탁드리겠습니다. 예예. 김승원 시 고객님은 삼천리 사용 요금 자동이체를 동이는행 예금주 김승식님에 6 7 9 8 2 5 3 4 2 6 7 9 7 계좌로 등록 신청하셨습니다. 자동이체 등록을 동의하시려면 5 6번을 눌러주시고 거절하시려면 우물정보를  김순식 고객님 자동이체 등록이 완료되었습니다. 감사합니다 고객님 자동이체 등록 처리 완료되셨고요. 예. 어제 납부 안되신 금액과 당월분 합자가 한꺼번에 자동이체 처리될 예정입니다. 근데요 이거요 15일 날진만 빠져나가게 해주시면 안될까요? 어 저희가 날짜 지정해도 변경수행되지 않으시고요. 오늘 잠구 있으시면 오늘날자로 인출해드릴까요? 지금 잠구가 없어서. 어 그럼 잠구 있으실 때 다시 한번 전화드리겠습니다 고객님. 어 그래요? 아 네 자동이체는 납부나서 맞춰서 인출하는 부분이시기 때문에 그거보다 빨리 결제가 필요하신 경우에는 다시 한번 전화 부탁드리겠습니다. 아 그래요? 네. 그럼 지금 안되면은 그럼 언제 하지? 21일 날 인출 되실겁니다. 아 21일 날이요 그럼 21일 날 두달치에 다 빠져나가는거죠? 예 그렇습니다 고객님. 그럼 이달에는 얼마가 나온거에요? 지난달 76640원과 당월 분 78280원에서 총학계 148920원입니다. 예 21일 날 빠져나가요? 네 그렇습니다 고객님. 예 그렇게 해주세요 그러면 21일 날 빠져나가게. 아네 다른 궁금한 기간 없으십니까? 예 없습니다. 한달 문의 틀렸습니다 좋은 하루 되십시요. 예예.
요금문의,요금 납부가 지연될 경우 이자가 발생하나요?,정성을 다하겠습니다 삼천리 도시가스 양희입니다. 예 여보세요? 네 고객님 무엇을 도와드릴게요? 2월달까지 얼마 나왔나요? 네 주소지 말씀해주시면 확인해요 안나오겠습니다. 잠깐만요. 인천 미출구. 네 미출구. 연전로. 연전로. 334번길 36 네. 주안동 한정빌라 네. 가동 101호. 가동에 101호. 성함이 어떻게 되십니까? 정인숙이요. 본인이시고요. 잠시 기다려 주시겠습니까? 네 기다려 감사합니다. 2월에 고지되는 금액만 여쭤보시는 겁니까? 여보세요? 네 2월에 고지되는 금액 여쭤보시는 거죠 고객님? 예 요번달. 메모 가능하십니까? 예. 491. 예. 430원입니다. 요번달꺼요? 네 그러니깐 3개월 요금 확인되세요 고객님. 3개월 요금이요? 12월 1월 달 요금 미납이고 이번달 요금까지 해서 총 3개월 요금 131530원 고지서가 나갈 예정입니다. 13만 1000. 530원이요 고객님. 30원? 네. 예. 알았어요. 네 궁금한 사항은 없으십니까? 예. 감사합니다 안녕하셨습니다. 예.
요금문의,미납 요금이 있을 경우 어떻게 정산해야 하나요?,정성을 다하겠습니다 삼천리 도시가스 양수진입니다 무엇을 도와드릴까요? 네 수고 많으십니다. 감사합니다. 네 사용계약서는 없어요. 예. 주소가 연수동 486에 3 305호요. 486에 3번지. 305호. 잠시만요. 그럼 몇 장 보내신 건가요? 어 이거 주소가 또 오전에 두장을 보내세요 다른 번지를. 아 그래요? 네. 또 다른 주소지가.172번지 104호인데요. 5172번지 104호. 예예. 여기는 12월 여기는 그전에 입주해서 살았던 사람인데 가스 등록이 안되어있는거 같아서. 어 명의 좀 확인해 주세요. 예예. 이 사람이 몇개월째 계속 살고 있거든요. 아 그럼 명의만 바꿔드리면 되는거죠? 네네. 요금 문제 어떤 말씀이신가죠? 네네. 아 잠시만요 그러면은 나중에 보낸 팩스 주소지가 어디에요? 486에 3 305호요. 언제쯤 보내셨을까요? 이거는 점심시간에 보냈어요. 그럼 12시쯤? 3시 가까이 돼서 보낸거 같아요. 12시시 가까이 그러면은 12시 59분? 잠시만요.  59 이거 이거 몇 분 정도에 보냈지? 486회상을? 예. 한 금액시간에 보냈었지? 12시쯤 12시쯤. 예예예. 네 잠시만요. 486회산3 음 또 주소는 언제쯤이에요? 네? 아까 그 명의 변경만 해달라고 한. 주소는 576번지. 아 언제쯤. 10시 55번에 보내세요. 10시 55요? 네네. 55분에 고객님 카톡으로 지금 말씀하시는거죠? 5172 이번지 인가요? 네네. 네 도착했어요. 네. 그러면 첫번지 말씀하신 주소지는 언제 들어와요? 내일 들어옵니다. 네 아 그럼 내일 제 점검 통화는 가능하신 거죠?  네네.  아 알겠습니다.  어 그리고 하란 문의좀 할게요.  네네.  연수동 5254번지 301호.  네.  카톡으로 왔는데 납부 계좌번호가 없다고 그러네요 세입자가?  아 잠시만요.  네답을 못했는데 이사정산 하신 거예요? 아니에요 살고 있는 사람이에요. 잠시만요 납부는 어디 지로로 되어있어서 그러나봐요 아 여기가 아마 주소 다시 한번만요. 525-4 301호요. 525-4 301호. 네네. 이번엔 했다. 아 이게 이제 구율고지서라고 해서 이제 카톡이나 문자로 안내 그 보내드리는거 같고. 네. 어 여기 그러면. 계좌번호. 구지서는 아 고객님. 그럼 불러드릴게요. 어떻게 되세요 고객님? 네네. 네 790105. 790105. 447. 47. 137. 137. 993. 993. 예. 농협이죠? 네네. 혹시요. 이분 문자 되세요? 카톡 말고 문자? 문자도 되죠. 아 그러면은 고지서 뭐 이제 3월부터는 문자로 보내드리면 어떨까요? 그냥 고지서를 보내주시면 되요. 아 종이고지서를 외국사람들은 원하더라고요. 아 그래요? 계좌번호 있는데. 예예. 아 네 그러니깐 이제 문자에도 나가긴 하는데. 예. 제가 이제 스마트폰이 많이 쓰다보니깐 앞으로 고지서를 없애려고 지금 찾은 안내 문자 하고 있는거라서. 아 그래요? 그래서 이제 문자 가능하시면 문자발송하는게 좋을것 같아서요. 아 근데 그 세워분이 여행전화밲호 있어서 그 전화번호가 바꼈어요. 아 그리고 저기 485에 5번지 202호가요. 예. 전화번호가 바뀌었어요. 아 근데 아까 그게 5224번지. 네네네. 문자로 보내드려도 되요? 3월 6일까? 네네 그렇게 하시면 됩니다. 아 근데 왜냐면 앞으로 취재가 그래서. 그래서. 네 아예 그럼 뭐 어떻게 맞춰야죠. 네 예. 그리고 또 주소가 485에 5번지. 485에 5번지. 202호요. 202호요. 302호라 그러네요 302호. 잠시만요 전화보내고 있을게요. 302호요. 남산 우빌기원 달 나가서 우림기호로. 아 옮겨갔구나? 어. 고객님 전화번호. 고객님 전화번호만 바꿔주시면 돼요. 아 그래요? 여기 잠가놓고요? 네네. 아 잠시만요. 485호 302호. 485호에. 302호. 아 8호요. 302호. pH로 시작하시는데 네 여기 핸드폰 번호 010220이 다 아닌거에요? 아닌데? 010220 말고. 아 그거 말고요. 아 010. 7281. 7281. 7192요. 7292. 네네네. 네 이렇게 번호 받고 그럼 여기도 고지서 문자로 성함부터 그렇게 할까요? 예 그렇게 해주세요. 예예. 알겠습니다. 네 고맙습니다. 수고하세요. 네. 네. 안녕하십니까.
요금문의,"요금이 너무 많이 나왔는데, 요금 내역을 좀 더 상세히 알 수 있을까요?",정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 예 요금때문에 전화드렸어요. 아 예 주소가 어떻게 되십니까? 주안 378-40번 동일시계좌 1동 201호요. 아 예 어떤 문의 도와드릴까요? 예 요금이 너무 많이 나와가지고. 예. 이번달에 얼마 나왔죠  당월 206100원 나왔습니다.  아 이번달에요?  예 그렇습니다.  그럼 한  어 지금만 넣어도 될까요?  아 예 전용 계좌로 계좌이체 입주시면 됩니다 고객님.  예 어원 저기 찍어 주시면 주시면 돼요. 알겠습니다 전화되신 번호로 발송해드리겠습니다. 이 계좌번호 하고요. 아 네 알겠습니다 고객님. 회사 농협으로 해주세요. 네 농협으로 같이 발송 해드리겠습니다. 네. 감사합니다 수납연결이었습니다. 네.
요금문의,"미납 요금이 있는 경우, 현재 청구된 금액에 미납 요금이 포함되어 있는지 확인하고 싶습니다.",정성을 다하겠습니다. 삼천리 도시가스 정이였습니다. 예 수고하십니다. 네 감사합니다. 어 가스 요금 좀 문의 좀 해보려고 전화했어요 여기가. 네. 주원 위치월일 주원동. 네. 아휴 16번길 10인가 3층. 네 명의자 분 성함은 어떻게 되십니까? 이리원이요. 예 본인 되십니까? 네네. 네 이거 어떤 부분 확인해드리면 될까요? 아니 근데 가스를 어떻게 아 저기 뭐야 최근에 돈이 이렇게 막 20만원 또 지난달 기간에 이렇게 나오니까 이게 어떻게 이렇게 써서 이렇게 많이 나오고 어떻게 써야 불러오려나. 아 네법은. 너무 많이. 네 사용법은 죄송합니다만 저희쪽에서는 안내가 어렵고요. 네. 보일러 회사쪽으로 전화하셔서 네 사용법을 한번 문의해보시면 되시거든요. 아 보일러 그쪽으로. 네 그 사용법은 저희가 알수가 없어서 제주 회사쪽으로 전화하셔서 혹시 요금 절감댁에 설정하실수 있는 방법이 있는지 한번 확인해보시면 됩니다. 그러게 어떻게 가정주소인데 어떻게 20만원씩 나오냐고 아 그렇죠. 여기가 오후 난방을 이용하시면 다른 주소제도 나오시는 주소는 있으시거든요? 잠깐만요. 네 그러고 나 이거 한번 열어 아 고객님께서 가스 여여기서 보일러가 한번 물어보라는 얘기죠? 네. 어 그래요 감사해요. 네 감사합니다 상담원 정연입니다. 네. 
요금문의,현재 미납된 요금이 정확히 얼마인지 확인할 수 있을까요?,정성을 다하겠습니다 삼천리 도시가스 박신기입니다. 부탁드릴까요? 네 제가 요금 고지서가 나왔는데 저기 1월달에. 네. 저기 이게 고지서에 저기 9 2000. 어 얼마냐? 9만. 92540원이 음 배우자 성함이라고 쓰여있는데. 네. 그거를 저는 그거를 모르고 고지서를 들고 은행에 간김에. 네. 다른 세금 내면서 이걸 냈거든요? 1월달에요? 예예. 예 그러셔서 고객님 혹시 2월달꺼 고지서 못 받으셨어요 고객님? 2월달꺼 받았는데요. 예. 2월달에는 얼마냐면 8590원이 찍혔어요. 예. 그래서 제가 지난달에 그 요금을 안내야하는걸 냈어요. 고객님 그래서 이번달 2월달께 104590원 나오셨거든요. 네. 그래서 8590원만 납부하시면 되세요. 아 그걸 공개하신거에요? 네네네네. 그래서 너무  8000얼마가 나오고 먼저는 또 9만 얼마를 또 내가 내야 내지 말아낼걸 문행가서 그냥 그 고지서가 있길래 그냥 내버렸거든요. 예. 근데 자세히 보니까 0원이라고 지켰더라고. 예예. 그래서 이게 그래서 공개 중에서 나온건가. 네네 맞으세요 고객님. 예 그걸 여쭤보는거에요? 네 맞으세요. 아 그랬구나. 네. 그럼 이게 그럼 이달에는 그러면 저기만 내면 되겠네 850원만 입금하시면 되십니다. 네 네 감사합니다. 더 궁금한 사항 없으십니까? 예예. 감사합니다 상담원 박신기였습니다 전화드세요. 네.
요금문의,그럼 정산되지 않은 요금은 어떻게 해야 하나요?,정성을 다하겠습니다 삼천리 도시가스 여급니다. 네 명의 변경 해주세요. 네 주소가 어떻게 되십니까? 아 서류 6번지 보냈어요 연수동. 네. 5103번지 302호. 302호. 정산대야는 지금 확인 중입니다 잠시 기다려 주시겠습니까? 네. 여기는 정산대야 있으고요. 다른 주소지는 어떻게 되십니까? 연수동 5118번지 201호. 511에 8번지 201호요 고객님? 네. 기다려주시겠습니까? 네 기사님 감사합니다 정산되어 있으시고 서류는 언제 보내주신 거예요 고객님? 아까 15분 전에. 15분 전이라고 하셨고요 잠시 기다려 주시겠습니까? 네. 네 기다려 주셔서 감사합니다 6장 들어온 거 확인되셨고요. 네. 내일 오후에 전화드리고 방문한다고 말씀해주세요. 네 그리고 그거 마지막 거는. 잠시만 기다려 주시겠습니까? 네. 511호 8. 524에 0번지 B 03호. 4번지요? 연수동 524에 0번지. 중정한데요 그럼 6장 보낸 거는. 네. 523번지 B03호 하고. 네. 511에. 8번지 201호 하고. 510에 3번지 302호 하고. 2장 2장 해가지고 6장 보내주신 거예요? 네 네. 잠시만요 그럼 날짜 523번지 B 03호 정산배양증 확인하겠습니다. 네. 감사합니다 여기도 정산 다 되어있습니다. 네 그리고 네 내일 방문 제가 다 알려드릴게요. 근데 그 혹시 하나 확인 더 해주실 수 있을 제가 아까 5분전에 어 네장 더 따로 보내셨어요 왜냐면은 다 합쳐서는 안들어가고 백수가 혹시나 그 서류 또 들어왔어요? 연수동 515 6번지 101호. 515에 6번지. 101호. 그리고 연수동 513에 18번지 203호. 예 매장도 들어왔어요. 아 네 그거도 명의 변경 해주세요. 여기 다 정산된거 확인하시나요? 513에. 513에. 18번지. 정산되어료 확인하시고요. 네. 여기 주소가인데. 네. 정산 안 되시는데? 5일자는 18 203호. 그럼 가스 열려있어요? 네 여긴 정산 안되어 있으시구요. 언제부터 혹시 안되어있어요? 12월달부터. 12월달부터. 여기 9월달에 한번 정산하셨고. 네. 그리고 1월 12월 10날 정산은 아니고 금액만 문의하셨던거 있고 정산 안되어있어요. 그럼 그거 그냥 인수 얼마인지 알고 인수인데요? 숫자 확인하시는거 있으세요? 아니요 없는데. 근데 없는데 뭐 들어오신 사람한테 그걸 볼수 없잖아요. 그거는 그냥 비워있었는데. 그래도 그거는 아니지 않아요? 같은데인끼리? 아 그럼 그거는 제가 네 따로 제가 다시 해드릴게요. 그럼 5106번지는? 확인중입니다. 네. 네 여기는 정산되어 있으니까. 네네. 총 5번지 6번지죠? 아니요. 아까 3장 3군데 하고. 네 1하고 1은. 네 4군데만. 네네. 할게요. 네 고맙습니다. 감사합니다. 네.
요금문의,이번 달 요금 명세서를 다시 받을 수 있을까요?,정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 예 뭐 좀 여쭤보려고요. 네 고객님 뭐하십니까? 도시가스 요금 미납된거 나왔는데. 네네. 이거 몇일까지 뭐 끊기는건가 그거 좀 알아보려고요. 주소가 죄송한데 어떻게 되십니까 고객님? 어 인천 미출구. 예. 주원 아 미출구 681에 12번지요. 삼진아이체. 503호요. 503호 잠시 기다려 주시겠습니까? 네 기다려 감사합니다. 아 지금 납부일은 5일이라 지나셔서. 네. 아직 입장은 아직 안 나왔는데 한 일칠을 전으로 해서 중단되실 수도 있으실 것 같은데요 고객님. 아침 금액 전혀 안낸거 예? 한달치에도 입금이 혹시 안되실까요 12월달 그 48360원. 48000. 360원. 48360원이요? 네 먼저 그거만 납부하셔도 중지가 안되세요. 아 그러면. 네. 그 01099048766번으로 그거 문자등록해주시겠어요? 금액이랑? 01048766이요? 예 거기 입력되어있는거죠? 밀붙은 어느 지역인거죠? 신협은 안되죠? 신협은 없어요 죄송한데. 아 그럼. 저희가 예. 전용세사가 기업 하나 능력 국민 우리 신한 세말동구. 아. 이렇게 있어요. 그럼 그냥 농협 계좌로 해서. 네. 우선 우선 만약에 다 못 내면 그거래도 낼게요. 아 예 그러면 지금 문자발송 해드렸고요. 궁금한 점은 없으십니까?? 예 9904 8066번으로 예 받았네요. 예 알겠습니다. 예 감사합니다. 안녕하십니까. 예.
요금문의,미납 요금은 어떻게 납부할 수 있나요?,정성을 다하겠습니다 삼천리 도시가스 윤정입니다. 네 안녕하세요 저 다름이 아니라 어제 그 도시가스 신청하려고 하는데. 예. 그 전입 사람이 미납이 있다고 해가지고. 예. 이거 관리실에서 뭐 처리해준다고 했는데 혹시 확인할 수 있을까요? 예 주소지가 어떻게 되셨을까요 고객님? 주안동. 예 주안동. 48-11. 48-11. 마린 402호요. 402호요 고객님 잠시만 기다려 주시겠습니까? 네. 예 고객님. 네. 네 기다려 주셔서 감사합니다. 예 아직 관리실에서. 네. 납부 안 하셨는데요 고객님. 아 그래요? 납부 했다고 하던데 어제 좀 물어보니깐? 예 아직 죄송한데 안내받으신 금액. 네. 안내 안되어 있습니다 고객님. 2만 얼마죠? 예 21920원이요 고객님. 아 그래요? 그거 혹시 제가 낼 수 있을까요 아니면? 네 그리고 고객님 번호가 혹시 어떻게 되세요 고객님? 전화번호요? 예. 010. 예 그럼 관리실에 한번 더 여쭤보시고. 네. 고객님이 납부하실테니깐 그 돈달라고 하시던가 이렇게 하셔야해요 고객님. 아 그래요? 왜냐면 고객님도 납부하시고 관리실에서도 납부하시면 이중 수납이 되서. 아 그러네요? 상담원으로 해드려야해서요. 아 그럼 제가 관리실 전화해보고. 네. 다시 전화드릴게요. 아예 고객님 궁금한 사항은 없으십니까? 네 그럼 만약에 오늘 해서 관리실 처리 한다고 하면 네 3시 안쪽으로 전화주시면 공급 가능하세요. 오늘 바로 가스 신청 가능해요? 네네. 아 네 알겠습니다. 예 궁금한 사항은 없으십니까? 아 그리고 또 혹시 만약에 신청할 때 제가 있어야하나요? 아니 만약에 안 계시면 문 열어주실 수 있고 안에 들어갈 수 있게 비밀번호만 알려주셔도 되요 만약에 댁이 안계시면. 아아 네 알겠습니다. 네 궁금한 사항 없으십니까? 네네. 네 감사합니다 안녕하십니까? 네. 
요금문의,"자동이체 금액 확인이 늦어질 경우, 미납 요금 발생 여부를 어떻게 알 수 있나요?",정성을 다하겠습니다. 삼천리 도시가스 최연행입니다. 아 네 여보세요? 네. 아 네 언니 어제 그 이사 때문에 네. 그 정산을 다 받는데. 네. 그 저기 그 자동이체에서 금액이 똑같은데 갔거든요. 문의하신 주소가 어떻게 되십니까? 어 저기 난동구 남춘동. 네 난동구세요 고객님? 네네. 이사쪽으로 전화를 연결해 드리고 있어요. 난동구 남 남동부. 네 삼천리 도시가. 네. 1호지택 301호요. 이사를 나오신거고요. 네네네. 여기저 분 성함은 어떻게 되셨습니까? 귀문으로요. 네 확인 감사합니다 지금 말씀하신 데 제가 지금 남은 자동이체로 인출되신 금액은 저희가 금액 결정에서 평일 기준 3일 정도 후에 확인이 가능합니다. 네네네. 지금 문학동쪽으로 이사를 오셨는데요. 네. 지금 환불를 원하신다면 금액일 정도 연락주셔서 요청해 주시면 되시고. 어 네네. 내일 환불도 접수가 별도로 없으실 경우 이사 오신 살게 해서 사용하신 요금이 차감지고 나갈 예정입니다. 아 그래요? 아 네네 알겠습니다. 네 더 궁금한 사항 없으십니까? 아니아니. 네 감사합니다 상담원 윤정입니다. 네.
요금문의,요금이 많이 나온 이유가 외출 모드 때문이라면 다음 달에는 요금을 줄이기 위해 어떤 방법이 있을까요?,정성을 다하겠습니다. 삼천리 도시가스 윤정입니다. 네 제가 도시가스가 요즘 너무 많이 나와가지고요. 아 네네 주소 먼저 불러주시면 내용 확인하면서 안내드리겠습니다. 네 이처올고 주안동. 네네 고객님. 1542-36203호요. 잠시만요. 1542-36. 네네. 서감아파트 203호요. 203호세요. 네. 서감아파트 203호 명의가 미등록되어 있으신데요. 고객님 언제부터 거주하셨습니까? 저 작년 11월이요. 11월달이요? 네. 작년 11월이신데. 예. 명의 등록 안하고 계속 이용하셨어요 고객님? 네 제가 거기 전세 들어서 살고 있었어가지고. 아 그러셨어요? 전세 들으셨어도 네 명의 등록은 꼭 하셔야 되는데. 네. 이번 2월달에는 9070원 나왔어요 고객님. 네 근데 제가 진짜 사용을 많이 안하거든요. 근데 저희쪽에 계량기 눈빛을 보시고. 네. 예 말씀을 해주셔야하는데. 네. 이게. 네네 고객님. 어 그 배관청소 이런거 하면 네 가스요금이 조금 덜 나오나요? 크게 영향은 없으실것 같은데 저희가 답변드리기가 좀 어려워서. 네. 그거까지는 저희가 알수가 없어요 고객님. 아 그래요? 근데 배관청소 하시는경우는 좀 드무시죠 고객님. 아 그래요? 네 그런 경우는 거의 드물거 같고요. 아 네네. 사용량에 따라 좀 다른데 지난달 지 지난달은 이제 굉장히 추웠을 때니깐. 네. 네 좀 많이 나왔을 거고 다음달에도 한번 체크를 해보시면 어떠시겠습니까? 네 이번에 거의 그 외출 모드로 하고 계속 지냈었거든요. 외출이 근데 생각보다 많이 나와요 고객님. 아 그래요? 외출이. 예. 생각보다 많이 나오시더라고요. 근데 끌면 안되잖아요.  근데 그거니까은 저희가 뭐다 사용 방법에 대한 거는 알려드리기 좀 어렵고. 네. 가스가 그만큼 돌아갔기 때문에 저희는 이제 가스 계량기를 보고 요금을 사출하는 거라. 아? 네 체크를 해보셔야할것 같은데. 네. 외출해놓으셨다는 분들 생각보다 요금이 많이 나와서. 네. 예. 설정 온도를 하시는거에 따라서 다를 수도 있으니까. 음. 관리를 좀 해보시면 좋으실것 같습니다. 아 네 알겠습니다. 네 고맙습니다 더 필요한 사항 없으십니까? 네. 감사합니다 상담원 윤정이였습니다.
요금문의,이체 계좌를 변경했는데 미납 요금이 발생했는지 확인해 줄 수 있나요?,정성을 다하겠습니다. 삼천리 도시가스 정사랍니다. 네 안녕하세요. 네네. 저기 봐 그 제가 며칠 전에 은행 주소에서. 네네. 그전에 다른 은행이었는데 그 이체 빠져나가는거 신한으로 바꿨거든요? 네. 그래서 메일이 이제 빠져나가는데 잠그가 없으면 안되니까 혹시 신한으로 제대로 됐나요? 주소가 어떻게 되실다 고객님? 네. 네 집주소가 어떻게 되십니까? 인천 입주얼리 매수원로 519-17 은하주소지 101호요. 예 감사합니다 고객님 확인해드리면은 기존에 농협에서 네 맞아요 농협으로 농협이셨는데요 1월 6일날자로 신한계좌로 방금 되어있습니다. 아 그럼 내일은 이제 신한에서 빠져나가죠? 네 청구 들어간 생계시기 때문에 잠입 있으시면 네 드리겠습니다. 아 신한에다가 예 알겠습니다. 네 궁금한 사항 있으십니까? 아니 됐습니다. 네 감사합니다 상담원 정소인입니다. 
요금문의,정확한 미납 요금과 상세 내역을 알려주세요.,정성을 다하겠습니다 삼천리 도시가스. 아 네 그 오늘 그 집 들어가야 되는데 혹시 가스 그 열쇠 있을까요? 아 죄송하지만 오늘 접수하시면 방문 내일 중에 가능합니다 고객님. 아 그럼 일단 오늘 접수 할게요. 네 주소가 어떻게 되십니까? 아 네 거기요 문학동. 네. 328-8번지. 네. 305호요. 네 지금 전화되신 분 성함으로 접수 해드리면 될까요 고객님? 네네. 네 성함이 어떻게 되십니까? 네 김준영이요. 아 혹시 죄송하지만. 네. 예 불러주신 주소에 요금 정산이 아직 안되어 있으신데. 정산은 어떻게 하시기로 하셨나요? 정산은 제가 집주인분한테 전화드릴게요. 아 근데 정산이 안되어 있으시면 저희가 접수가 안되기 때문에. 예. 확인하시고 연락주셔야 될 것 같습니다 고객님. 아 다시 전화드려야해요 그러면은? 예. 혹시. 예. 정산을 그러면은 요금 뭐 이런건 어떻게 확인해야해요? 일단 금액하고 계좌는 제가 전화주신 번호로 문자 하나만 정해드리겠습니다. 아 네 알겠습니다. 감사합니다 신담원 윤정이었습니다.
요금문의,1월달 가스 요금 납부 여부를 확인하고 싶습니다.,정성을 다하겠습니다 삼천리 도시가스 김유지입니다. 네 안녕하세요. 네 안녕하십니까. 아 제가 1월달 가스 고지를 못 받아가지고. 네. 금액과 계좌번호를 좀 안내받고 싶거든요. 네 주소 어떻게 되십니까? 광교슘 플러스. 네. 백달동 1402호요. 1402호요 등록된 성함 어떻게 되십니까?  이지연이요. 네 주 확인되었습니다 이럴 분 금액 1322원으로 확인되었습니다. 1322원이요. 네네 금액하고 계좌 어느 계좌번호 발송해 드릴까요?  신한이요. 신한이넥이요. 네. 네 지금 바로 문자 발송 해드리겠습니다. 네 그 이거 입금 확인은 바로 저희한테 저한테 문자가 없요? 네 입금 납부 완료 문자 받으실 겁니다 입금하시면. 예 알겠습니다. 네 동호하사 없으십니까? 네 감사합니다. 네 감사합니다 상담원 임수경였습니다.
요금문의,미납 요금이 없더라도 반드시 기본 요금을 계속 납부해야 하나요?,정성을 다하겠습니다 삼천리 도시가스 상담원 아부로입니다. 네 문자보고 전화드렸는데요. 네 고객님. 네 저 가스 사용이 없다고 문자가 와서요. 예 세대 확인해라고 안내하겠습니다 고객님. 네. 현재 납부자 번호 확인해주신 곳 보라동 화성 파카드림 확인되고 있습니다. 동호수가 어떻게 되십니까? 307동 1202호요. 예 확인 감사합니다. 네 그 고객님 세대 현재 요금이 여러달 동안 계속 기본 요금만 나가고 있어서 저희가 혹시 고객님께서 사용을 하시는지 여부 확인차 좀 연락드렸던걸로 확인이 되고 있습니다. 네네네네 아 죄송해요 지금 저희 지금 인덕션 사용해서 가스 사용 거의 안하고 있거든요. 아 혹시 앞으로도 사용을 안하실꺼면 정산을 좀 하려고요 조금. 조금 사용해요 조금. 아 그러시면 가끔씩 받아가 이용을 계속하실건가요 고객님? 네. 네 그러시면 미란사용하신다고 저희가 따로 전달하겠습니다 고객님. 예 감사합니다. 예 감사합니다 좋은하루 되십시요 상담원 여부름이었습니다.
